V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V25,V28,Amount
-0.69745919,-1.116446269,1.409185863,-0.964244816,1.694099952,-0.531129918,-0.609204397,-0.271133678,1.014426376,0.603009029,-0.107707577,0.623551877,-0.720106931,-0.480281471,-0.750750437,0.048437126,0.165872233,-0.068742888,0.219429993,0.798311226,-0.286027353,0.818960113,0.186898256,0.08183214,-0.219233561,-0.251193204,-0.342413219,0.131023789,14.13
-0.025132868,-1.996345701,-0.108077353,2.088303122,0.447436955,0.654401762,-0.913600162,-0.473948433,0.547258091,-0.119556368,-0.255914034,-0.170168,-0.597963653,1.061066301,0.554385675,-2.315645169,-0.091429084,-0.701796989,-0.300522384,-0.629847931,-0.603757942,-0.889550058,0.190739095,-0.482555157,-0.149310447,0.039647427,-0.481630824,0.949594246,403.8
-2.356982212,-3.134564262,-1.649500789,0.665608373,1.861989288,-1.972052913,-0.518184597,-0.608855788,0.363653544,1.023438155,1.050943926,0.440278616,-0.274588773,-1.691721589,-0.335205594,1.750763361,0.454429713,-2.189098843,0.9290671,-0.264593978,0.792635957,0.257190419,0.370277041,-0.125798139,0.496876909,-0.507650044,0.332930599,0.007602256,480.75
-1.74541079,-1.818282073,-0.539851447,-0.580254126,-0.803750919,-0.296854511,-1.513800292,1.689512127,-1.534651433,-1.314204187,0.398809696,-0.13310394,0.294445975,-0.382381688,0.140954101,0.332315784,-0.062130959,-0.400733979,0.016858378,0.495160935,0.020681942,0.09474673,0.19722389,0.07797926,-0.020590185,-0.061203037,0.072001006,0.063498649,15
0.486695522,4.421858454,0.610979954,0.812711376,0.338067534,0.427042364,-1.976997971,1.367184123,-1.999050673,-0.067004902,1.363961771,0.106200127,-0.446961801,-0.418302947,0.309342145,0.088867697,1.591514484,0.231517108,0.153496281,0.768068487,-0.238863358,-0.593042797,-0.361868851,0.521840893,0.362659879,0.203226159,0.390813885,-0.014605328,0.28
-0.821585894,-0.140334114,-0.118317994,0.611773572,-0.646352473,0.146808969,1.143254034,-0.110541387,0.118739275,1.381479732,1.243390862,-0.277042937,-0.192632953,0.534023382,-1.10509311,0.823507769,0.475793568,0.073431101,0.223000563,0.717253287,-0.024093128,-0.074467371,-0.055869463,0.11476981,-0.000554599,-0.039153246,0.603200339,-0.011417815,79.95
0.875293753,-0.504641426,0.447939305,-0.075455475,0.621284759,0.058884353,0.105744285,-1.239800086,-0.717193892,-0.189370892,0.205670569,-1.512713501,0.278230523,0.793147251,0.270286918,0.301977978,-0.485146599,-0.0747261,-0.18573314,-0.528623667,0.08517207,0.481572379,-0.645770119,-0.098334285,0.033272031,0.181761067,0.820591262,0.250475352,35
-0.053928488,-0.880810633,0.355823653,0.220187044,0.813766265,-0.216382419,-1.426082167,0.209190254,-1.604454164,-0.177999469,1.433046786,-0.035761238,0.597062557,-2.120744437,-0.135303255,1.74146183,0.21544738,-0.132511173,0.077281347,0.758799932,-0.131875514,0.065711236,-0.100578491,0.086408815,0.196625104,0.196498268,0.321201133,0.014599752,94.5
0.502719418,-0.736454019,1.201486253,0.234347084,1.352037523,-0.260283948,0.374228791,0.126137168,0.186433911,0.368807164,-0.198355609,-0.249544866,0.144392054,-1.537952098,0.502305212,-2.382047293,-1.286663652,0.132807686,-0.181356148,0.244467611,0.158762395,-0.58395821,-1.102970193,0.174011646,0.245973222,-0.10974432,0.249212161,0.243231672,49.85
-1.052857564,-1.139519643,1.101531006,-0.929911617,1.417702851,-0.254060346,-0.305718168,-0.038573756,0.787853863,0.050720568,-1.326684504,0.974446669,-0.535554196,-0.418116146,-0.542878473,0.117114709,0.080732405,-0.157974646,0.232477506,0.674463887,-0.189593743,0.722588811,0.205538222,0.114624651,-0.072453856,0.027635816,0.72482458,0.030041191,24
-2.605489186,0.341093863,0.933145699,-1.365315135,0.727033993,-0.463336957,-0.003025239,-0.259075224,-0.534802312,-0.324296497,-0.350371844,-0.422821612,0.482376947,0.134325166,0.530296881,-0.024667499,-0.125095184,-0.151779893,-0.002611756,0.033776787,0.021824234,0.528397806,0.269846567,0.591823674,-0.110611342,-0.048026013,0.559639137,0.0288223,15.73
0.83949472,-2.708499628,-0.951089491,-0.258991701,-1.3641342,-2.862002792,-2.479969363,-0.009773105,-1.004983133,-0.28172986,0.984111973,-0.19355487,-0.804582973,-0.264667702,0.391191431,-0.373065318,-1.131717076,0.30875629,-1.516170996,0.070244201,-0.334969697,-0.083754786,1.69738261,-0.021362612,-0.016944455,0.148199679,-0.183891335,0.152664645,10
-0.427813862,3.689918521,0.319464084,0.27684853,-0.011894202,0.094368598,-0.664756449,1.394079748,-1.399974768,-0.651658991,-0.893937105,0.321987507,-0.526232567,1.162045063,-0.828320641,-0.695181625,-1.249191879,-0.258381038,-0.50265259,-1.645775265,0.565081818,0.505552238,-0.624401304,-0.657491277,-0.034397219,-0.021253198,0.294638015,0.024220349,35.88
2.465175891,-1.49499074,-0.452134192,0.686591864,-0.4793403,0.080453127,-1.0119687,0.479150692,1.128269204,-0.00037934,0.884303051,-0.925158707,0.192486651,1.037334482,0.059348124,-0.429670618,1.739559859,0.384658882,0.253975956,0.838138961,-0.360053113,0.753166053,0.151782264,-0.045059438,-0.1863758,-0.151151078,0.50913569,0.011836231,15
-1.487652255,0.931748611,0.936993728,-0.532448969,1.837805942,-0.548458115,-0.174865404,0.126439703,-1.17296132,-0.111044953,0.064616877,0.435056889,-0.0940613,-0.383019106,-0.569839255,-0.101712887,-0.161799184,-0.388009888,0.281941668,1.122970413,0.442374483,0.628326126,-1.512962452,-0.835816971,0.163284046,0.687446555,0.565007313,0.004452631,304.03
-2.921107339,0.341001955,1.254995359,-0.704324114,0.24595771,-0.178406936,0.338227826,-1.02911539,0.676414031,0.020118013,0.159876156,-2.424920124,0.466984021,1.365333214,1.0202027,2.208825681,0.106520583,-0.096748727,0.059524057,0.347817853,-0.229401553,-1.599695122,0.411333675,-0.035351832,0.014681008,-0.016151939,0.098815701,0.023307045,1
-1.964799184,1.085054616,0.71263111,-0.912938199,0.694352862,-0.311879235,-0.284811552,0.543916911,0.575862323,0.383117853,-0.864498168,1.144322337,-0.365868534,-0.142210448,-0.709785379,0.184771294,-0.04758891,-0.255656725,0.167422228,0.468378953,-0.07802651,-0.413767246,0.436703001,-0.479173271,-0.043547106,-0.073684002,0.098815701,0.023307045,35
-1.337794149,-0.435368414,0.928990414,-0.554714196,-0.528214063,-2.368008368,-0.077728342,-0.795787305,0.52724869,0.655557707,-1.290324621,1.156183392,-0.729052969,0.257954547,-0.310878022,0.010521658,0.306687017,-0.824186948,-1.746178519,0.450908699,1.84420394,0.67073608,0.397484681,-0.081407478,0.404880539,-0.349167579,0.098116606,0.025427378,80
-1.257224694,-0.667812988,-0.396794033,0.207639131,-0.584671803,0.028520726,-0.289519944,0.929748248,-0.619570666,0.150165066,-0.075676473,0.158973421,-0.615239273,-0.755278646,-0.760041048,1.414132343,0.265072576,-0.383315443,-0.849219498,-2.164879596,0.34514893,-1.47673948,-0.681651919,0.11093317,-0.059036486,-0.05057444,0.098116606,0.025427378,111.17
1.532416767,-0.85521591,1.27560227,1.670715674,0.615621775,-0.309461467,0.76512124,0.650605641,1.385330083,0.859651161,0.773507889,-0.792665968,1.288366872,-0.613443171,-0.505153597,-0.74847719,-0.086399491,-0.570162617,-0.170567661,0.153718173,0.092134566,-1.644422326,0.149665137,-0.454171921,-1.713516098,0.269704863,-0.031157147,-0.203616156,6.52
-1.203556642,-0.712269954,-0.800582682,-0.561320518,-1.091436032,0.097217865,0.041780547,0.283393586,0.874332903,-0.918630785,-1.288170362,-1.637772454,-0.141452207,1.964082869,1.145128848,0.23641125,0.549622725,-0.033432924,0.262719335,0.741863959,0.069487345,-0.532428668,-0.202224493,-0.077786644,0.017430641,-0.027308189,-0.044668488,0.120556908,24.99
-1.114327814,-0.788134404,1.289613488,-1.464487365,0.427092614,0.040478364,-0.089388006,-0.328396842,0.361080333,1.301075865,0.908202594,0.611216506,-0.96442984,0.37379694,-1.206001563,0.548602258,-0.599314559,-0.559274209,0.528342634,1.553390471,0.153539754,-0.26810361,-1.201817393,-0.543008712,-0.240085156,0.445603043,0.109794915,0.005105559,1
-3.325766495,-0.326762163,-3.763161218,2.098459129,3.2736239,-2.776984375,-0.245066801,-1.319783951,0.581646944,0.527959877,-1.056153516,1.243375629,-0.556642295,0.846540927,-0.334733667,-0.016087499,0.238073404,-1.833929643,-2.177126613,0.443511576,1.284712863,0.791503638,0.391980553,-0.040729749,1.20033677,-0.752605671,0.606200749,0.007479961,981.16
-0.636410187,-0.425853655,1.291172825,-0.801066405,1.020544199,-0.229603462,-0.093106702,-1.020548801,-1.581841244,-0.912413986,-0.359357502,-0.731698825,0.801065605,0.301840155,0.111013263,1.128504507,0.310465584,-0.077198333,0.265014062,0.873918225,-0.373390538,-1.073397502,-0.359795748,-0.097293776,0.226856471,0.233610183,0.500382109,0.005093622,2.59
-3.861083103,-0.537986347,3.123351715,2.749486535,0.152674027,0.548437854,-0.032329121,-0.303597893,0.275210491,0.008646967,-0.428074113,-0.387286544,0.209902445,-0.33766053,0.747830361,-0.370846493,-0.182478522,-0.090769432,0.044828566,0.179095665,-0.029342966,0.683755515,0.40486763,0.732484122,-0.084226376,-0.061706994,0.034210636,0.11798599,24.65
-1.972999239,1.280097774,0.870043351,0.452997151,-0.086179269,0.112232094,0.369636408,-0.606885585,0.616081897,0.668173199,0.806188107,-2.110141065,-0.10577182,1.288061885,0.463630803,1.620737087,-0.244585041,0.147328564,-0.014591203,-0.124867119,-0.057761952,-0.54764619,0.040535593,-0.671195322,0.045417816,0.020065122,0.173508081,-0.033041296,119
-3.170220144,0.732219069,0.381550605,-0.048089776,1.42080863,-0.375917837,-0.054419432,0.045224586,0.057031493,0.30461122,-0.676674823,1.042002931,-0.739128304,-0.140909275,-0.553043284,0.194269357,0.377472955,1.185706715,0.521960038,0.025301904,-0.715542214,-0.025342209,0.214248337,0.460362206,-0.242972609,0.026525364,-0.259369648,0.093947918,702.6
0.32129381,-0.363955729,0.823406842,-0.943439256,1.287788766,-0.402026513,-0.369739322,-0.675564324,1.271737514,-0.047748601,-0.756410689,-0.712918173,0.183063226,0.082409801,0.215584168,1.227058925,0.254117643,-0.012794179,0.291059647,1.008758152,-0.445218203,0.008838053,0.067100083,-0.108609591,-0.149234004,-0.061218971,0.480975977,0.135599925,32.28
-2.149688282,0.249093581,0.555341299,-0.611852965,0.380556013,-0.235495711,0.686957646,0.133918908,-1.838298088,-0.896336076,-1.803399558,0.731299313,-0.144925862,-0.246261943,-0.242371825,-0.34976193,0.469430154,-0.200977066,-0.07759889,-0.245750545,0.004935962,0.097106402,0.210312224,0.568543021,-0.124007622,-0.071999644,0.361004004,0.017108847,54.99
0.102674218,-1.63018903,1.816773584,-1.576334638,-0.102425636,-0.540924767,-0.996605233,0.619429288,-0.848559038,-0.719018975,0.900748691,-0.462437656,0.019742643,0.893691785,-0.229415015,-1.124316878,0.442299505,-0.031686878,0.448093611,1.521440173,-0.423531831,0.705111784,-0.35639564,-0.089563137,0.104393359,-0.077232208,-0.000620392,0.06289627,100.65
-4.916335561,0.642077446,-2.652475044,3.091565811,8.153524534,-2.317652186,0.847732842,0.405948744,1.541173766,-0.479499726,-0.642011394,-0.031145607,1.202236955,0.081859607,-0.814746836,-1.208850728,-0.243084257,-4.124955996,-1.605143626,1.343045252,0.098437523,-1.250224576,0.033219705,0.34326242,1.779305946,1.197241534,0.818460356,0.21923761,2003.33
0.135357344,-0.204476026,-0.462912638,1.340491142,-1.145504045,1.169561389,1.526375516,-1.226823841,-0.98670621,-0.49428874,-1.923278054,-1.475041099,-1.249471266,1.396047437,0.181224714,1.8864609,-0.046318822,-0.292543694,0.199660096,0.606520395,0.16507464,-0.477820622,-1.03515416,0.252504849,-0.017561151,-0.014276663,0.181379006,0.019910623,42.9
0.768357789,-0.430343217,0.909316993,0.8583037,0.52555867,0.367978606,0.169116643,-0.497520679,-0.654332878,-0.505033719,-1.605549695,0.324329142,-0.689680579,1.077357013,-1.468586768,0.869130563,-0.453561036,-0.27759785,-0.136525883,-0.57227168,0.112384094,-0.489868877,-0.535809386,-1.129597151,0.070900684,0.203271771,-0.027812477,-0.008956298,72.95
-0.804913404,-1.228212751,1.128247256,-0.113868799,0.914562774,-0.172221823,1.268152795,1.80813348,-0.366427246,-0.294388862,-1.020508863,-0.207275896,-0.645666543,0.351204607,-1.229130204,0.110882862,0.598571749,0.196773008,-0.627000538,-0.801313937,0.255291668,-1.494445558,-0.075894393,0.216207218,0.517185629,0.073556997,0.559097511,0.017936032,9.23
-0.22085966,-1.733067468,-1.576328907,0.496230485,-1.87559457,0.205893795,-0.947748438,1.62638542,0.335871907,0.072210008,1.214093545,-0.818643534,-0.336221615,0.351430218,-0.238646622,0.987523065,0.019506502,-0.228500703,-0.047032975,0.243230839,0.260845003,0.266334792,-0.51104676,-0.263175091,0.051027192,-0.026794871,0.570922813,-0.075538246,63.25
0.115213952,3.616155129,0.300076871,0.779514889,1.481705541,0.453646375,-2.429705687,0.645778681,-0.066604693,0.1893905,0.056139379,0.782011835,-1.591620404,0.568547837,-0.457699754,0.134966433,-0.004941884,0.616092088,0.177583107,-0.308239675,0.715114952,-0.479265583,-0.50706258,-0.174111629,-0.050753108,0.070837339,-0.946529684,0.234956581,311.22
3.037654882,0.476301424,-0.92885066,1.536760925,-0.743678973,0.310455748,0.491914469,0.634740359,-2.49349445,0.123231706,1.095604716,-1.961260412,-1.333977377,-2.144002351,0.218492064,1.897604009,0.428786576,0.059631466,-0.399726121,0.217647652,-0.462051545,-0.63599226,0.638153813,-0.135216054,0.407548669,0.033278894,0.250962948,0.034226938,50
-1.688027895,0.530133176,0.099369774,-0.947933809,0.289895343,-0.281689978,0.815575387,-0.937711105,0.045390973,0.970752434,0.881485293,-1.616090735,-0.167054352,-0.191559073,1.186120299,-0.26311648,-0.114661955,0.133462609,-0.139499883,-0.385091896,0.156576147,1.005080832,-0.11551097,-0.157824683,-0.023349442,0.011649762,0.287574218,0.025199673,127.6
-1.235349854,-1.186271749,1.672912983,-1.386826732,1.815250685,-0.664453853,0.448049755,0.805353631,-0.782473919,-0.21611457,-0.16314838,0.194310646,0.07120497,-0.752142336,-0.590966152,-0.494666723,-0.151113254,0.027792112,-0.029705637,0.898109687,0.194857742,0.652515111,-0.03344347,0.067812625,0.5275403,0.295127854,-1.112725012,0.255621383,24
-1.658306435,-2.81351644,1.806535783,3.460421854,-1.06042092,0.785783521,-1.901994319,1.580468231,-0.471172205,-1.03501636,0.316529459,-0.202623508,0.136736024,-1.165526894,0.623877336,0.023377785,0.581485163,-0.27577555,0.099538763,0.717894899,0.433408935,0.698125261,-2.180802931,-0.336068348,0.306451874,0.397049616,0.245651952,0.139467732,22.84
-3.572832789,-0.801804108,0.206665145,-0.403626622,-3.77601455,-6.491671044,-1.731850904,-1.694056416,-1.657934963,1.730741584,0.329761521,2.738904636,-1.034808361,0.149638559,0.80616666,-0.524294364,-0.720777933,1.866044965,-3.440162939,1.841544862,-0.663906633,0.77681835,0.802588097,0.958417913,-0.152306119,0.072310234,0.353991877,0.228707928,2
-0.63380212,0.341866758,0.791853851,-1.084356685,2.127464885,-0.482176178,-0.872863968,-0.424615929,-1.127634392,-0.348508787,-0.33929287,0.731591152,-0.227077497,-0.310896821,-0.608746275,-0.163345607,-0.558394256,0.050008095,0.267324652,0.563090186,0.02610254,-0.137254151,0.289755843,-0.556057782,-0.00747153,0.040061801,0.603928641,0.004944296,144
-2.35178943,-2.604366384,1.17588547,3.429416009,-1.635632634,0.800972991,-1.402685382,1.598325243,-0.219574455,-0.722842596,0.313656912,-0.207321616,0.186471624,-0.709364815,0.435399485,-0.289080958,-0.256616302,-0.37422479,-0.173025201,-0.070651459,0.272543707,0.686638134,-0.126418765,-0.139768477,0.02960656,-0.058601784,0.089251983,0.019667693,10
-1.842723715,1.276741445,0.529959827,-1.414277514,0.838354769,-0.505624895,-0.113878838,0.360222136,-0.754781322,0.034272819,-0.401932704,0.881673682,0.263285681,-0.454384853,-0.364357714,-0.470436187,-0.464947139,-0.24259967,0.144380391,0.450225686,-0.033190646,-0.019387832,0.436435705,-0.483903094,-0.037098243,-0.05864892,0.286881125,0.027271219,38.4
-1.942690911,0.478390332,0.235454268,-1.223370271,0.224186096,-0.286677204,0.795388551,-0.463456594,-0.86653326,-0.690584107,-1.136913009,-0.497565787,1.112457093,0.324134184,0.375949956,0.699489585,-0.356797254,-0.192939872,0.18596232,0.569788806,-0.085681714,-0.513628177,0.236252305,-0.073566794,-0.015412996,-0.031186674,-0.02952146,0.041563896,44.75
-0.199087446,0.511657282,-0.672489993,-0.504002112,-0.518243287,-0.117898812,1.258377154,-0.214552987,-0.700818293,1.242201199,1.494765545,-0.467644337,0.369271637,-0.051007095,-0.519769262,-0.063189377,-0.315328724,-0.139373539,0.215855,0.955862539,0.10931053,0.050032252,-0.065356917,-0.214729196,0.05397915,-0.033825555,0.633983977,0.016251499,9.99
-0.62288585,-0.883207189,1.470759682,0.946157975,1.257825716,0.000181251,-0.107661853,-0.847564284,1.271771896,0.205209577,-0.384445667,-0.807249276,0.636607857,-0.319917236,0.518074817,-0.001641073,-1.169457337,-0.174717392,0.321593121,1.228398045,-0.279256681,-1.705707167,-0.198005095,-0.103836912,-0.153762998,-0.20766339,0.120617108,-0.223964274,81.1
-2.088490276,0.077357401,0.410928574,-1.753443166,0.805573404,-0.585712303,0.245226125,0.014794333,-0.622579601,0.120800309,-0.40235708,0.884453187,0.45303511,-0.689005399,-0.176448119,-0.599453819,0.02888635,-0.237527282,0.160499934,0.569424453,-0.045940023,0.038902038,0.407548484,0.242737704,-0.087833233,-0.077137718,-1.109224318,0.31690956,20
-0.742358353,-2.144075512,3.395342793,3.234758983,0.684920894,0.857581434,-0.837531407,-1.449899228,0.191412492,-0.577596337,-0.446232641,-0.713800208,0.609257311,0.546173001,0.12203284,0.281487799,-1.133076241,-0.032755552,0.155616219,0.308084539,-0.609653518,0.665830998,0.969674752,0.740135231,-0.034404165,0.046885857,-0.024352091,-0.190475773,1.5
0.035251794,-1.194621434,1.229109026,-0.179980271,1.4518329,-0.609069626,0.822645478,1.327874505,0.153895201,0.098705993,-0.252088527,-0.534473826,-0.860024602,0.104947941,-1.352809976,-0.017314876,0.513590618,0.578747917,-0.527506606,-0.657411211,-0.148442152,-1.062104029,-0.31596324,0.113593375,0.064107061,-0.394371973,0.337158592,-0.473217566,10.34
-3.074604834,0.259471679,2.929492013,3.303803823,0.016637395,0.671098754,0.044154323,0.278255087,-0.254699943,0.326144244,-0.402796659,0.724280967,-0.146660051,-0.752157798,-0.270421665,-0.692790491,-0.278943282,-0.198381745,0.047226365,0.220707707,0.023035354,0.707818112,0.507674376,-0.472711021,-0.000161272,-0.066530953,-0.602311115,-0.272463332,17.18
0.857600137,-0.801781029,-0.153637276,0.0774809,-0.012597289,0.503616472,0.257250236,-0.802022115,-1.243901001,0.599734699,1.181236701,-0.334847166,-0.113660414,0.368045687,-0.480030668,0.069621154,-0.440468367,-0.014703093,0.305939922,0.99994531,-0.22273735,0.711406792,-0.305273251,0.668961943,0.169406882,0.09752964,0.085095829,-0.005960286,42.9
1.119401577,1.618381298,-1.102571841,0.598338526,-0.260372035,0.467738491,1.564827865,-0.691152017,-1.599869413,-0.904925813,-1.696216607,-1.83460715,-0.080625342,0.235506091,0.93176506,1.37247101,0.1275968,0.255418466,0.260303122,0.99842478,0.387681003,-0.240581595,-1.098096633,-0.493303687,0.514982169,0.266426985,-0.363712018,-0.396109823,142.77
-1.393136972,-0.231997839,-0.49664872,0.498310136,-1.905039752,-2.402083257,1.507566828,-0.540206232,-1.622442144,0.707056216,0.168211323,-1.557714183,-1.428147903,0.318424967,1.298872809,0.534468196,-0.468358477,-1.253924494,3.527100801,0.179058716,0.393834571,0.553184566,-1.2021153,0.440536524,-0.760191613,0.019093167,0.593863624,0.015080401,5.19
1.9433178,1.339454644,-0.543743237,0.535620844,-0.406002722,0.096079942,1.667873444,0.305355482,-1.568825335,0.102101211,-0.095904398,-1.183825755,-0.366499076,-0.409955008,-0.209225375,0.55409195,0.41452643,-0.095782924,0.237443414,1.55897738,0.381585577,-0.002047329,-1.420336249,-0.584644439,0.330293377,0.115631982,0.145503367,0.202788455,16.59
-2.784124817,-2.373533622,2.239514574,-1.970332599,1.285627253,-0.059102732,-0.333591511,-0.932008299,-0.361206992,1.252398684,0.951790247,0.994223817,-2.08546119,-0.060872402,-1.130997745,0.104381989,-0.321539815,0.279743787,0.645237922,1.465899013,-0.025425986,-0.949466603,-0.85868068,0.572711909,0.31198617,0.095699855,0.212156011,0.015994209,92
-1.420172234,0.271749361,0.367233386,-0.576828029,0.223144932,-0.277728448,0.462743385,0.022126757,-0.979473594,0.753350451,0.913374713,0.044879953,-0.248939599,-0.183428332,-0.371363888,-0.859594918,0.326051067,-0.117204241,-0.260572567,-0.592586357,0.263551662,0.510286058,-0.108715606,0.255354189,-0.074786929,-0.055972032,-0.680714199,0.164222205,11.89
